ID,Timestamp,ax,ay,az,gx,gy,gz,Label,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads
253,252681,-9544,-12976.0,-1804.0,-226.0,237.0,-320.0,mulut,-5.7125651611328125,-7.766790185546874,-1.0797849487304687,-0.03011026037791744,0.031575804024630234,-0.04263399699528134
254,253683,-9440,-13392.0,-2236.0,98.0,227.0,-3.0,mulut,-5.65031591796875,-8.015787158203125,-1.3383587280273437,0.013056661579804908,0.0302434916185277,-0.0003996937218307625
255,254685,-9512,-13064.0,-1960.0,133.0,26.0,11.0,mulut,-5.693411547851563,-7.819462622070312,-1.1731588134765625,0.017719755001163805,0.003464012255866608,0.0014655436467127959
256,255688,-10020,-12656.0,-1364.0,501.0,264.0,-112.0,mulut,-5.9974751586914055,-7.575254052734374,-0.8164227661132812,0.06674885154573734,0.035173047521107094,-0.014921898948348467
257,256690,-10032,-12736.0,-1188.0,263.0,127.0,152.0,mulut,-6.004657763671875,-7.6231380859375,-0.7110778930664062,0.03503981628049684,0.01692036755750228,0.020251148572758632
258,257693,-9788,-12820.0,-728.0,11.0,46.0,-152.0,mulut,-5.858611462402344,-7.673416320800781,-0.43574470214843747,0.0014655436467127959,0.006128637068071691,-0.020251148572758632
259,258695,-10196,-12456.0,-1268.0,-325.0,376.0,-104.0,mulut,-6.102820031738281,-7.455543969726562,-0.7589619262695312,-0.0433001531983326,0.050094946469455566,-0.013856049023466432
260,259697,-10244,-12772.0,-1016.0,362.0,26.0,-152.0,mulut,-6.131550451660156,-7.644685900878906,-0.6081272216796875,0.048229709100912004,0.003464012255866608,-0.020251148572758632
261,260700,-9684,-12740.0,-668.0,1088.0,809.0,-376.0,mulut,-5.796362219238281,-7.625532287597656,-0.39983167724609375,0.14495558978395653,0.10778407365369562,-0.050094946469455566
262,261702,-232,1596.0,16052.0,-1651.0,-1726.0,-654.0,mulut,-0.1388636962890625,0.9552864624023437,9.60793126220703,-0.2199647782475296,-0.22995712129329868,-0.08713323135910622
279,278742,-10384,-11304.0,4092.0,-939.0,599.0,-76.0,kepala_depan,-6.215347509765625,-6.766013891601562,2.4492682983398435,-0.12510413493302866,0.07980551312554225,-0.010125574286379316
280,279745,-10596,-11340.0,3556.0,148.0,202.0,-79.0,kepala_depan,-6.342240197753906,-6.787561706542968,2.128445275878906,0.01971822361031762,0.02691271060327134,-0.01052526800821008
281,280747,-10540,-11472.0,3580.0,348.0,-92.0,-175.0,kepala_depan,-6.308721374511719,-6.866570361328125,2.142810485839844,0.04636447173236845,-0.012257274136143382,-0.023315467106794475
282,281750,-10916,-11016.0,3592.0,203.0,484.0,-134.0,kepala_depan,-6.533776330566406,-6.593631372070312,2.1499930908203124,0.027045941843881597,0.06448392045536301,-0.017852986241774057
283,282752,-10340,-11060.0,4340.0,195.0,250.0,-68.0,kepala_depan,-6.189011291503906,-6.619967590332031,2.597708801269531,0.02598009191899956,0.033307810152563545,-0.009059724361497283
284,283754,-9952,-11440.0,4572.0,148.0,66.0,-525.0,kepala_depan,-5.95677373046875,-6.847416748046874,2.7365724975585937,0.01971822361031762,0.008793261880276773,-0.06994640132038345
285,284757,-10796,-11092.0,4836.0,344.0,276.0,-1235.0,kepala_depan,-6.461950280761719,-6.639121203613281,2.8945898071289062,0.04583154676992743,0.036771822408430146,-0.16454058215366388
286,285759,-10992,-10748.0,3936.0,-62.0,583.0,-354.0,kepala_depan,-6.579266162109374,-6.433219860839843,2.35589443359375,-0.008260336917835759,0.07767381327577817,-0.04716385917602997
287,286761,-10372,-11044.0,5160.0,728.0,38.0,-511.0,kepala_depan,-6.208164904785156,-6.610390783691406,3.0885201416015624,0.09699234316426504,0.005062787143189658,-0.06808116395183987
288,287764,-10028,-10700.0,5224.0,704.0,1270.0,-1468.0,kepala_depan,-6.002263562011718,-6.404489440917969,3.1268273681640624,0.09379479338961894,0.1692036755750228,-0.1955834612158531
289,288766,-10048,-11148.0,5008.0,-233.0,-162.0,178.0,kepala_depan,-6.0142345703124995,-6.672640026855468,2.9975404785156248,-0.031042879062189218,-0.021583460978861175,0.02371516082862524
290,289769,-10532,-11000.0,4296.0,-131.0,162.0,-242.0,kepala_depan,-6.303932971191406,-6.584054565429687,2.5713725830078125,-0.017453292519943295,0.021583460978861175,-0.032241960227681506
291,290771,-10404,-10832.0,4584.0,78.0,486.0,-151.0,kepala_depan,-6.227318518066406,-6.4834980957031245,2.7437551025390623,0.010392036767599824,0.06475038293658353,-0.02011791733214838
